TransactionID,TransactionDate,CustomerID,Gender,Age,ProductCategory,Quantity,PricePerUnit,TotalAmount,Country
415,2023-01-27,CUST415,Male,53,Clothing,2,30,60,UK
416,2023-02-17,CUST416,Male,53,Electronics,4,500,2000,China
417,2023-11-21,CUST417,Male,43,Electronics,3,300,900,India
418,2023-08-05,CUST418,Female,60,Electronics,2,500,1000,USA
419,2023-05-22,CUST419,Female,44,Clothing,3,30,90,Japan
420,2023-01-23,CUST420,Female,22,Clothing,4,500,2000,Germany
421,2023-01-02,CUST421,Female,37,Clothing,3,500,1500,Japan
422,2023-06-20,CUST422,Female,28,Clothing,3,30,90,India
423,2023-03-08,CUST423,Female,27,Clothing,1,25,25,Brazil
424,2023-11-23,CUST424,Male,57,Beauty,4,300,1200,China
425,2023-05-15,CUST425,Female,55,Electronics,4,30,120,UK
426,2023-03-24,CUST426,Male,23,Electronics,3,50,150,UK
427,2023-08-15,CUST427,Male,25,Electronics,1,25,25,USA
428,2023-10-10,CUST428,Female,40,Electronics,4,50,200,Japan
429,2023-12-28,CUST429,Male,64,Electronics,2,25,50,China
430,2023-08-07,CUST430,Female,43,Electronics,3,300,900,Brazil
431,2023-10-15,CUST431,Male,63,Electronics,4,300,1200,India
432,2023-01-05,CUST432,Female,60,Electronics,2,500,1000,Germany
433,2023-02-27,CUST433,Male,29,Beauty,4,50,200,Brazil
434,2023-02-08,CUST434,Female,43,Electronics,2,25,50,China
435,2023-12-20,CUST435,Female,30,Beauty,3,300,900,France
436,2023-03-18,CUST436,Female,57,Clothing,4,30,120,UK
437,2023-10-07,CUST437,Female,35,Electronics,4,300,1200,China
438,2023-01-19,CUST438,Female,42,Clothing,1,30,30,China
439,2023-07-09,CUST439,Male,50,Clothing,3,25,75,China
440,2023-10-26,CUST440,Male,64,Clothing,2,300,600,Brazil
441,2023-10-10,CUST441,Male,57,Beauty,4,300,1200,France
442,2023-03-17,CUST442,Female,60,Clothing,4,25,100,France
443,2023-08-09,CUST443,Male,29,Clothing,2,300,600,Brazil
444,2023-03-07,CUST444,Female,61,Clothing,3,30,90,India
445,2023-01-22,CUST445,Female,53,Electronics,1,300,300,UK
446,2023-06-07,CUST446,Male,21,Electronics,1,50,50,USA
447,2023-07-06,CUST447,Male,22,Beauty,4,500,2000,Brazil
448,2023-01-21,CUST448,Female,54,Beauty,2,30,60,Australia
449,2023-07-03,CUST449,Male,25,Electronics,4,50,200,France
450,2023-04-18,CUST450,Female,59,Beauty,2,25,50,India
451,2023-12-16,CUST451,Female,45,Electronics,1,30,30,Australia
452,2023-05-08,CUST452,Female,48,Clothing,3,500,1500,Germany
453,2023-12-08,CUST453,Female,26,Clothing,2,500,1000,USA
454,2023-02-22,CUST454,Female,46,Beauty,1,25,25,India
455,2023-07-01,CUST455,Male,31,Electronics,4,25,100,Brazil
456,2023-10-14,CUST456,Male,57,Electronics,2,30,60,France
457,2023-07-28,CUST457,Female,58,Beauty,3,300,900,Canada
458,2023-11-14,CUST458,Female,39,Electronics,4,25,100,Japan
459,2023-03-21,CUST459,Male,28,Clothing,4,300,1200,Germany
460,2023-05-02,CUST460,Male,40,Beauty,1,50,50,Canada
461,2023-03-25,CUST461,Female,18,Beauty,2,500,1000,China
462,2023-04-01,CUST462,Male,63,Electronics,4,300,1200,Australia
463,2023-07-31,CUST463,Female,54,Beauty,3,500,1500,Australia
464,2023-01-13,CUST464,Male,38,Electronics,2,300,600,Brazil
465,2023-04-02,CUST465,Female,43,Electronics,3,50,150,Brazil
466,2023-06-20,CUST466,Male,63,Electronics,4,25,100,Germany
467,2023-07-30,CUST467,Female,53,Electronics,3,50,150,France
468,2023-12-09,CUST468,Male,40,Electronics,1,25,25,Japan
469,2023-05-08,CUST469,Male,18,Beauty,3,25,75,Germany
470,2023-05-17,CUST470,Female,57,Clothing,2,500,1000,Germany
471,2023-03-23,CUST471,Male,32,Clothing,3,50,150,USA
472,2023-12-26,CUST472,Female,38,Beauty,3,300,900,China
473,2023-02-25,CUST473,Male,64,Beauty,1,50,50,China
474,2023-07-15,CUST474,Female,26,Clothing,3,500,1500,Japan
475,2023-01-20,CUST475,Male,26,Clothing,3,25,75,USA
476,2023-08-29,CUST476,Female,27,Clothing,4,500,2000,Brazil
477,2023-04-24,CUST477,Male,43,Clothing,4,30,120,Germany
478,2023-04-13,CUST478,Female,58,Clothing,2,30,60,France
479,2023-08-24,CUST479,Male,52,Electronics,4,300,1200,Germany
480,2023-06-29,CUST480,Female,42,Beauty,4,500,2000,France
481,2023-06-06,CUST481,Female,43,Electronics,4,300,1200,Japan
482,2023-04-27,CUST482,Female,28,Clothing,4,300,1200,Australia
483,2023-04-25,CUST483,Male,55,Clothing,1,30,30,UK
484,2023-01-13,CUST484,Female,19,Clothing,4,300,1200,India
485,2023-12-04,CUST485,Male,24,Electronics,1,30,30,Canada
486,2023-04-09,CUST486,Female,35,Electronics,1,25,25,Brazil
487,2023-07-24,CUST487,Male,44,Clothing,4,500,2000,India
488,2023-06-18,CUST488,Female,51,Electronics,3,300,900,Canada
489,2023-05-23,CUST489,Male,44,Electronics,1,30,30,Brazil
490,2023-02-05,CUST490,Male,34,Clothing,3,50,150,Japan
491,2023-05-23,CUST491,Female,60,Electronics,3,300,900,Brazil
492,2023-06-29,CUST492,Male,61,Beauty,4,25,100,UK
493,2023-11-25,CUST493,Male,41,Beauty,2,25,50,Australia
494,2023-09-18,CUST494,Female,42,Beauty,4,50,200,Canada
495,2023-07-24,CUST495,Male,24,Beauty,2,30,60,USA
496,2023-12-14,CUST496,Male,23,Clothing,2,300,600,China
497,2023-10-02,CUST497,Male,41,Clothing,4,30,120,UK
498,2023-06-19,CUST498,Female,50,Clothing,4,25,100,Australia
499,2023-01-15,CUST499,Male,46,Beauty,2,30,60,China
500,2023-03-01,CUST500,Female,60,Beauty,4,25,100,China
501,2023-05-14,CUST501,Male,39,Electronics,2,30,60,Brazil
502,2023-04-02,CUST502,Male,43,Electronics,3,50,150,Australia
503,2023-10-25,CUST503,Male,45,Beauty,4,500,2000,France
504,2023-05-16,CUST504,Female,38,Beauty,3,50,150,UK
505,2023-01-20,CUST505,Male,24,Beauty,1,50,50,France
506,2023-02-25,CUST506,Male,34,Beauty,3,500,1500,Australia
507,2023-11-02,CUST507,Female,37,Electronics,3,500,1500,Japan
508,2023-08-11,CUST508,Male,58,Beauty,2,300,600,Germany
509,2023-06-26,CUST509,Female,37,Electronics,3,300,900,UK
510,2023-06-10,CUST510,Female,39,Beauty,4,50,200,Germany
511,2023-08-12,CUST511,Male,45,Beauty,2,50,100,USA
512,2023-11-07,CUST512,Female,57,Beauty,1,25,25,Brazil
513,2023-09-19,CUST513,Male,24,Electronics,4,25,100,China
514,2023-03-01,CUST514,Female,18,Electronics,1,300,300,Australia
515,2023-07-17,CUST515,Female,49,Clothing,3,300,900,USA
516,2023-10-23,CUST516,Male,30,Beauty,4,25,100,Germany
517,2023-04-08,CUST517,Female,47,Clothing,4,25,100,Canada
518,2023-05-11,CUST518,Female,40,Clothing,1,30,30,Germany
519,2023-01-23,CUST519,Female,36,Electronics,4,30,120,Australia
520,2023-12-29,CUST520,Female,49,Electronics,4,25,100,Germany
521,2023-08-12,CUST521,Female,47,Clothing,4,30,120,USA
522,2023-01-01,CUST522,Male,46,Beauty,3,500,1500,Canada
523,2023-09-24,CUST523,Female,62,Electronics,1,300,300,USA
524,2023-10-03,CUST524,Male,46,Beauty,4,300,1200,France
525,2023-12-18,CUST525,Female,47,Beauty,2,25,50,Brazil
526,2023-12-10,CUST526,Male,33,Clothing,2,50,100,UK
527,2023-04-11,CUST527,Male,57,Clothing,2,25,50,China
528,2023-07-06,CUST528,Female,36,Clothing,2,30,60,USA
529,2023-08-09,CUST529,Female,35,Clothing,3,50,150,Germany
530,2023-02-05,CUST530,Female,18,Electronics,4,30,120,Australia
531,2023-12-07,CUST531,Male,31,Electronics,1,500,500,France
532,2023-06-19,CUST532,Female,64,Clothing,4,30,120,China
533,2023-11-16,CUST533,Male,19,Electronics,3,500,1500,Australia
534,2023-06-10,CUST534,Male,45,Clothing,2,500,1000,USA
535,2023-12-06,CUST535,Male,47,Beauty,3,30,90,India
536,2023-03-05,CUST536,Female,55,Beauty,4,30,120,India
537,2023-06-03,CUST537,Female,21,Beauty,1,500,500,China
538,2023-09-17,CUST538,Male,18,Clothing,3,50,150,China
539,2023-06-08,CUST539,Male,25,Beauty,1,500,500,India
540,2023-12-08,CUST540,Female,46,Electronics,3,300,900,India
541,2023-07-29,CUST541,Male,56,Beauty,1,500,500,India
542,2023-06-17,CUST542,Female,20,Beauty,1,50,50,Canada
543,2023-07-26,CUST543,Male,49,Beauty,2,300,600,UK
544,2023-12-23,CUST544,Female,27,Electronics,1,25,25,USA
545,2023-06-01,CUST545,Male,27,Clothing,2,25,50,Japan
546,2023-10-11,CUST546,Female,36,Electronics,4,50,200,India
547,2023-03-07,CUST547,Male,63,Clothing,4,500,2000,Japan
548,2023-04-09,CUST548,Female,51,Clothing,2,30,60,China
549,2023-08-04,CUST549,Female,50,Beauty,2,50,100,USA
550,2023-12-07,CUST550,Male,40,Clothing,3,300,900,Brazil
551,2023-07-14,CUST551,Male,45,Electronics,3,300,900,UK
552,2023-12-13,CUST552,Female,49,Electronics,3,25,75,USA
553,2023-03-31,CUST553,Male,24,Clothing,4,300,1200,Canada
554,2023-11-12,CUST554,Female,46,Beauty,3,50,150,UK
555,2023-10-19,CUST555,Male,25,Beauty,1,300,300,Japan
556,2023-06-04,CUST556,Female,18,Electronics,1,50,50,India
557,2023-07-27,CUST557,Female,20,Beauty,3,30,90,Germany
558,2023-10-08,CUST558,Female,41,Clothing,1,25,25,UK
559,2023-01-01,CUST559,Female,40,Clothing,4,300,1200,UK
560,2023-06-05,CUST560,Female,25,Electronics,1,50,50,France
561,2023-05-27,CUST561,Female,64,Clothing,4,500,2000,Brazil
562,2023-04-18,CUST562,Male,54,Electronics,2,25,50,China
563,2023-08-09,CUST563,Male,20,Clothing,2,30,60,China
564,2023-10-24,CUST564,Male,50,Electronics,2,50,100,USA
565,2023-11-07,CUST565,Female,45,Beauty,2,30,60,USA
566,2023-12-02,CUST566,Female,64,Clothing,1,30,30,France
567,2023-06-14,CUST567,Female,25,Clothing,3,300,900,Canada
568,2023-08-27,CUST568,Female,51,Electronics,1,300,300,France
569,2023-08-15,CUST569,Male,52,Electronics,4,50,200,China
570,2023-08-15,CUST570,Male,49,Clothing,1,500,500,USA
571,2023-12-12,CUST571,Female,41,Electronics,1,50,50,Canada
572,2023-04-20,CUST572,Male,31,Clothing,4,500,2000,Germany
573,2023-09-19,CUST573,Male,49,Beauty,2,30,60,France
574,2023-08-31,CUST574,Female,63,Electronics,2,25,50,Germany
575,2023-03-28,CUST575,Male,60,Clothing,2,50,100,France
576,2023-12-04,CUST576,Female,33,Beauty,3,50,150,Japan
577,2023-02-13,CUST577,Male,21,Beauty,4,500,2000,India
578,2023-05-26,CUST578,Female,54,Clothing,4,30,120,Australia
579,2023-09-21,CUST579,Female,38,Electronics,1,30,30,India
580,2023-12-06,CUST580,Female,31,Clothing,3,500,1500,Canada
581,2023-11-21,CUST581,Female,48,Beauty,2,30,60,Japan
582,2023-11-14,CUST582,Male,35,Clothing,3,300,900,India
583,2023-06-21,CUST583,Female,24,Electronics,4,25,100,Japan
584,2023-02-17,CUST584,Female,27,Beauty,4,50,200,Brazil
585,2023-05-01,CUST585,Female,24,Clothing,1,25,25,USA
586,2023-12-11,CUST586,Male,50,Electronics,1,50,50,Canada
587,2023-06-08,CUST587,Female,40,Beauty,4,300,1200,Japan
588,2023-04-26,CUST588,Male,38,Electronics,2,30,60,Australia
589,2023-04-12,CUST589,Female,36,Beauty,2,500,1000,France
590,2023-03-17,CUST590,Male,36,Clothing,3,300,900,Brazil
591,2023-01-13,CUST591,Male,53,Electronics,4,25,100,Australia
592,2023-01-24,CUST592,Female,46,Beauty,4,500,2000,USA
593,2023-05-06,CUST593,Male,35,Electronics,2,30,60,UK
594,2023-09-01,CUST594,Female,19,Electronics,2,300,600,France
595,2023-11-09,CUST595,Female,18,Clothing,4,500,2000,UK
596,2023-02-07,CUST596,Female,64,Electronics,1,300,300,China
597,2023-08-22,CUST597,Male,22,Beauty,4,300,1200,China
598,2023-08-01,CUST598,Male,37,Beauty,4,30,120,USA
599,2023-11-19,CUST599,Female,28,Beauty,2,50,100,India
600,2023-10-22,CUST600,Female,59,Beauty,2,500,1000,USA
601,2023-04-10,CUST601,Male,19,Clothing,1,30,30,UK
602,2023-12-23,CUST602,Female,20,Electronics,1,300,300,Canada
603,2023-07-16,CUST603,Female,40,Clothing,3,30,90,France
604,2023-09-11,CUST604,Female,29,Electronics,4,50,200,Australia
605,2023-07-24,CUST605,Male,37,Electronics,2,500,1000,India
606,2023-05-05,CUST606,Male,22,Electronics,1,50,50,China
607,2023-03-17,CUST607,Male,54,Clothing,3,25,75,Brazil
608,2023-12-02,CUST608,Female,55,Electronics,3,500,1500,France
609,2023-12-19,CUST609,Female,47,Clothing,2,50,100,Australia
610,2023-01-03,CUST610,Female,26,Beauty,2,300,600,Australia
611,2023-02-24,CUST611,Male,51,Beauty,3,500,1500,UK
612,2023-08-06,CUST612,Female,61,Electronics,1,500,500,Japan
613,2023-04-23,CUST613,Female,52,Clothing,3,30,90,Germany
614,2023-04-01,CUST614,Female,39,Beauty,4,300,1200,Brazil
615,2023-12-23,CUST615,Female,61,Clothing,4,25,100,China
616,2023-09-23,CUST616,Male,41,Clothing,2,50,100,India
617,2023-08-26,CUST617,Male,34,Electronics,1,30,30,UK
618,2023-01-26,CUST618,Female,27,Beauty,1,50,50,Brazil
619,2023-10-13,CUST619,Male,47,Electronics,4,25,100,USA
620,2023-05-08,CUST620,Male,63,Electronics,3,25,75,UK
621,2023-03-04,CUST621,Female,40,Beauty,2,500,1000,UK
622,2023-08-22,CUST622,Female,49,Beauty,3,25,75,UK
623,2023-03-10,CUST623,Male,34,Clothing,3,50,150,Canada
624,2023-08-26,CUST624,Female,34,Beauty,3,300,900,Brazil
625,2023-12-08,CUST625,Male,31,Clothing,1,300,300,Japan
626,2023-09-29,CUST626,Female,26,Clothing,4,500,2000,Brazil
627,2023-10-14,CUST627,Male,57,Clothing,1,50,50,Canada
628,2023-11-01,CUST628,Female,19,Beauty,4,50,200,France
629,2023-06-12,CUST629,Male,62,Electronics,2,25,50,UK
630,2023-08-15,CUST630,Male,42,Clothing,2,50,100,Germany
631,2023-11-10,CUST631,Male,56,Electronics,3,30,90,Australia
632,2023-09-16,CUST632,Female,26,Electronics,4,25,100,Japan
633,2023-08-07,CUST633,Male,39,Beauty,4,30,120,USA
634,2023-10-08,CUST634,Male,60,Electronics,4,500,2000,India
635,2023-08-17,CUST635,Female,63,Electronics,3,300,900,Brazil
636,2023-03-23,CUST636,Female,21,Beauty,3,500,1500,France
637,2023-09-01,CUST637,Male,43,Clothing,2,300,600,Brazil
638,2023-08-19,CUST638,Male,46,Electronics,1,500,500,China
639,2023-05-13,CUST639,Female,62,Beauty,4,50,200,Japan
640,2023-05-07,CUST640,Female,51,Electronics,4,30,120,India
641,2023-11-23,CUST641,Female,40,Electronics,1,300,300,Brazil
642,2023-05-22,CUST642,Female,54,Clothing,4,25,100,Japan
643,2023-09-24,CUST643,Female,28,Electronics,3,30,90,France
644,2023-09-06,CUST644,Male,23,Beauty,3,25,75,China
645,2023-11-17,CUST645,Female,35,Electronics,4,30,120,USA
646,2023-05-03,CUST646,Male,38,Clothing,3,30,90,Germany
647,2023-05-21,CUST647,Male,59,Clothing,3,500,1500,Germany
648,2023-08-14,CUST648,Male,53,Beauty,4,300,1200,Germany
649,2023-02-09,CUST649,Female,58,Clothing,2,300,600,China
650,2024-01-01,CUST650,Male,55,Electronics,1,30,30,Australia
651,2023-05-27,CUST651,Male,51,Clothing,3,50,150,Japan
652,2023-05-01,CUST652,Female,34,Beauty,2,50,100,Japan
653,2023-05-20,CUST653,Male,54,Clothing,3,25,75,France
654,2023-06-21,CUST654,Male,42,Clothing,3,25,75,Japan
655,2023-06-13,CUST655,Female,55,Clothing,1,500,500,UK
656,2023-10-04,CUST656,Male,29,Beauty,3,30,90,India
657,2023-02-11,CUST657,Male,40,Clothing,1,25,25,Australia
658,2023-03-12,CUST658,Male,59,Clothing,1,25,25,Australia
659,2023-03-19,CUST659,Female,39,Electronics,1,30,30,UK
660,2023-04-29,CUST660,Female,38,Beauty,2,500,1000,China
661,2023-07-16,CUST661,Female,44,Clothing,4,25,100,Canada
662,2023-12-22,CUST662,Male,48,Beauty,2,500,1000,UK
663,2023-03-20,CUST663,Male,23,Clothing,4,300,1200,Canada
664,2023-12-28,CUST664,Female,44,Clothing,4,500,2000,Canada
665,2023-04-20,CUST665,Male,57,Clothing,1,50,50,Brazil
666,2023-02-02,CUST666,Male,51,Electronics,3,50,150,India
667,2023-08-01,CUST667,Female,29,Electronics,1,500,500,UK
668,2023-07-28,CUST668,Female,62,Electronics,3,50,150,France
669,2023-06-19,CUST669,Male,24,Beauty,4,300,1200,Germany
670,2023-10-05,CUST670,Male,27,Beauty,1,30,30,France
671,2023-08-27,CUST671,Male,62,Electronics,3,50,150,Brazil
672,2023-08-01,CUST672,Female,34,Beauty,2,50,100,UK
673,2023-02-01,CUST673,Female,43,Clothing,3,500,1500,India
674,2023-04-16,CUST674,Female,38,Clothing,1,300,300,India
675,2023-08-04,CUST675,Female,45,Clothing,2,30,60,Germany
676,2023-07-19,CUST676,Male,63,Electronics,3,500,1500,Australia
677,2023-10-27,CUST677,Female,19,Beauty,3,500,1500,Japan
678,2023-12-23,CUST678,Female,60,Electronics,3,300,900,UK
679,2023-01-11,CUST679,Female,18,Beauty,3,30,90,Australia
680,2023-10-22,CUST680,Female,53,Clothing,3,300,900,Japan
681,2023-07-14,CUST681,Female,43,Electronics,2,30,60,France
682,2023-09-02,CUST682,Male,46,Beauty,4,300,1200,Japan
683,2023-01-04,CUST683,Male,38,Beauty,2,500,1000,China
684,2023-06-30,CUST684,Female,28,Clothing,2,500,1000,USA
685,2023-06-02,CUST685,Male,57,Electronics,2,25,50,Japan
686,2023-07-19,CUST686,Female,28,Electronics,4,50,200,UK
687,2023-08-03,CUST687,Female,53,Electronics,1,300,300,Brazil
688,2023-10-03,CUST688,Male,56,Clothing,4,25,100,China
689,2023-10-07,CUST689,Male,57,Electronics,2,50,100,Brazil
690,2023-11-05,CUST690,Female,52,Clothing,3,300,900,USA
691,2023-04-23,CUST691,Female,51,Clothing,3,30,90,France
692,2023-09-07,CUST692,Female,64,Clothing,2,50,100,UK
693,2023-04-23,CUST693,Male,41,Beauty,3,500,1500,France
694,2023-05-20,CUST694,Female,39,Electronics,2,25,50,Australia
695,2023-08-12,CUST695,Female,22,Electronics,3,50,150,Canada
696,2023-09-06,CUST696,Female,50,Clothing,4,50,200,Japan
697,2023-01-15,CUST697,Male,53,Clothing,1,500,500,USA
698,2023-07-19,CUST698,Female,64,Electronics,1,300,300,China
699,2023-06-22,CUST699,Female,37,Clothing,4,30,120,France
700,2023-12-09,CUST700,Male,36,Electronics,4,500,2000,Brazil
701,2023-12-14,CUST701,Female,52,Beauty,2,30,60,Germany
702,2023-07-27,CUST702,Female,60,Clothing,2,300,600,Japan
703,2023-03-26,CUST703,Male,34,Electronics,2,50,100,USA
704,2023-08-28,CUST704,Female,62,Clothing,3,30,90,UK
705,2023-03-07,CUST705,Male,60,Electronics,2,25,50,China
706,2023-11-15,CUST706,Male,51,Electronics,4,25,100,Brazil
707,2023-10-01,CUST707,Female,26,Clothing,1,500,500,India
708,2023-01-14,CUST708,Female,43,Beauty,3,300,900,UK
709,2023-07-21,CUST709,Female,19,Electronics,2,500,1000,Australia
710,2023-10-31,CUST710,Female,26,Electronics,3,500,1500,Germany
711,2023-10-16,CUST711,Male,26,Electronics,3,500,1500,China
712,2023-12-06,CUST712,Female,57,Beauty,2,25,50,Japan
713,2023-01-14,CUST713,Male,34,Beauty,3,25,75,USA
714,2023-02-12,CUST714,Female,18,Clothing,1,500,500,India
715,2023-11-26,CUST715,Female,42,Beauty,4,25,100,Germany
716,2023-08-08,CUST716,Female,60,Clothing,4,300,1200,Germany
717,2023-03-11,CUST717,Male,57,Clothing,1,500,500,Japan
718,2023-08-25,CUST718,Female,59,Beauty,3,25,75,USA
719,2023-04-04,CUST719,Female,42,Clothing,2,30,60,UK
720,2023-01-26,CUST720,Female,56,Beauty,3,500,1500,Australia
721,2023-05-14,CUST721,Female,52,Clothing,1,500,500,Japan
722,2023-07-14,CUST722,Male,20,Beauty,3,300,900,UK
723,2023-06-17,CUST723,Female,54,Beauty,4,50,200,Brazil
724,2023-04-19,CUST724,Male,61,Clothing,3,50,150,France
725,2023-08-21,CUST725,Male,61,Electronics,1,300,300,India
726,2023-06-17,CUST726,Male,47,Clothing,4,300,1200,Brazil
727,2023-06-22,CUST727,Male,55,Beauty,3,300,900,USA
728,2023-07-14,CUST728,Male,51,Electronics,3,50,150,India
729,2023-05-23,CUST729,Male,29,Clothing,4,300,1200,China
730,2023-08-04,CUST730,Female,36,Clothing,2,25,50,Canada
731,2023-05-10,CUST731,Male,54,Clothing,4,500,2000,Canada
732,2023-02-11,CUST732,Male,61,Electronics,2,500,1000,Brazil
733,2023-08-29,CUST733,Male,34,Beauty,1,30,30,Australia
734,2023-01-10,CUST734,Female,27,Clothing,1,30,30,Germany
735,2023-10-04,CUST735,Female,64,Clothing,4,500,2000,China
736,2023-01-27,CUST736,Male,29,Clothing,4,25,100,France
737,2023-06-29,CUST737,Female,33,Clothing,1,50,50,USA
738,2023-04-25,CUST738,Male,41,Clothing,2,50,100,Japan
739,2023-11-29,CUST739,Male,36,Beauty,1,25,25,Canada
740,2023-02-05,CUST740,Female,25,Beauty,4,50,200,Australia
741,2023-11-30,CUST741,Male,48,Clothing,1,300,300,China
742,2023-01-21,CUST742,Female,38,Electronics,4,500,2000,Japan
743,2023-01-16,CUST743,Female,34,Beauty,4,500,2000,Brazil
744,2023-05-07,CUST744,Male,40,Electronics,1,25,25,Brazil
745,2023-04-13,CUST745,Male,54,Beauty,2,50,100,Australia
746,2023-01-11,CUST746,Female,33,Clothing,3,30,90,Brazil
747,2023-11-15,CUST747,Male,23,Beauty,1,30,30,France
748,2023-03-20,CUST748,Male,25,Clothing,3,50,150,Germany
749,2023-05-03,CUST749,Male,42,Beauty,1,30,30,USA
750,2023-03-06,CUST750,Female,35,Clothing,3,25,75,Australia
751,2023-08-31,CUST751,Female,42,Clothing,2,25,50,Germany
752,2023-12-09,CUST752,Male,29,Clothing,2,50,100,Germany
753,2023-02-28,CUST753,Female,32,Clothing,1,30,30,Canada
754,2023-10-16,CUST754,Female,43,Electronics,4,25,100,China
755,2023-04-22,CUST755,Female,58,Clothing,3,25,75,Brazil
756,2023-08-27,CUST756,Female,62,Electronics,4,300,1200,Japan
757,2023-12-25,CUST757,Female,43,Electronics,4,300,1200,Japan
758,2023-05-12,CUST758,Male,64,Clothing,4,25,100,USA
759,2023-07-08,CUST759,Male,49,Electronics,2,50,100,Brazil
760,2023-03-27,CUST760,Male,27,Beauty,1,500,500,India
761,2023-11-07,CUST761,Female,33,Clothing,1,500,500,Canada
762,2023-11-07,CUST762,Female,24,Electronics,2,25,50,UK
763,2023-02-28,CUST763,Male,34,Clothing,2,25,50,China
764,2023-03-25,CUST764,Female,40,Clothing,1,25,25,Brazil
765,2023-06-09,CUST765,Male,43,Clothing,4,50,200,France
766,2023-02-25,CUST766,Male,38,Electronics,3,300,900,Australia
767,2023-10-24,CUST767,Male,39,Beauty,3,25,75,China
768,2023-01-14,CUST768,Female,24,Beauty,3,25,75,Brazil
769,2023-06-09,CUST769,Female,31,Electronics,4,30,120,USA
770,2023-10-22,CUST770,Male,32,Clothing,1,50,50,Brazil
771,2023-12-13,CUST771,Male,24,Electronics,2,25,50,China
772,2023-07-12,CUST772,Male,26,Electronics,1,30,30,UK
773,2023-07-23,CUST773,Male,25,Electronics,4,500,2000,France
774,2023-04-12,CUST774,Female,40,Clothing,2,25,50,Canada
775,2023-02-08,CUST775,Female,46,Electronics,4,25,100,UK
776,2023-10-31,CUST776,Male,35,Clothing,3,30,90,India
777,2023-12-20,CUST777,Male,48,Electronics,3,50,150,Brazil
778,2023-11-18,CUST778,Female,47,Beauty,4,25,100,Germany
779,2023-05-05,CUST779,Female,56,Electronics,2,500,1000,France
780,2023-02-22,CUST780,Male,52,Electronics,2,25,50,Japan
781,2023-12-23,CUST781,Male,35,Beauty,1,500,500,China
782,2023-06-04,CUST782,Male,59,Clothing,3,300,900,India
783,2023-12-17,CUST783,Female,56,Clothing,1,300,300,China
784,2023-11-04,CUST784,Female,34,Electronics,1,500,500,Australia
785,2023-03-03,CUST785,Female,31,Beauty,4,50,200,Australia
786,2023-10-17,CUST786,Male,48,Clothing,4,25,100,Australia
787,2023-01-22,CUST787,Male,41,Electronics,1,25,25,India
788,2023-06-27,CUST788,Female,52,Beauty,3,300,900,UK
789,2023-09-30,CUST789,Female,61,Clothing,4,500,2000,Australia
790,2023-08-08,CUST790,Male,62,Clothing,1,25,25,USA
791,2023-12-05,CUST791,Female,51,Beauty,1,25,25,USA
792,2023-07-09,CUST792,Female,20,Beauty,1,50,50,UK
793,2023-02-05,CUST793,Male,54,Beauty,1,30,30,Australia
794,2023-09-17,CUST794,Female,60,Beauty,1,300,300,Germany
795,2023-11-28,CUST795,Male,57,Electronics,1,300,300,India
796,2023-06-24,CUST796,Male,43,Beauty,4,30,120,France
797,2023-01-07,CUST797,Male,40,Clothing,3,25,75,Japan
798,2023-08-04,CUST798,Male,61,Clothing,1,50,50,Germany
799,2023-09-08,CUST799,Male,56,Electronics,2,50,100,Japan
800,2023-02-24,CUST800,Male,32,Clothing,4,300,1200,Brazil
801,2023-08-10,CUST801,Male,21,Clothing,4,50,200,Canada
802,2023-07-05,CUST802,Female,46,Beauty,1,30,30,Australia
803,2023-11-22,CUST803,Male,39,Clothing,4,25,100,Germany
804,2023-08-24,CUST804,Male,42,Electronics,1,30,30,UK
805,2023-12-29,CUST805,Female,30,Beauty,3,500,1500,Brazil
806,2023-03-20,CUST806,Female,35,Beauty,3,300,900,Australia
807,2023-08-11,CUST807,Female,50,Electronics,4,50,200,Canada
808,2023-04-01,CUST808,Male,33,Beauty,4,500,2000,France
809,2023-09-25,CUST809,Female,62,Beauty,2,50,100,Germany
810,2023-11-30,CUST810,Male,59,Electronics,4,25,100,Australia
811,2023-05-19,CUST811,Male,61,Beauty,2,25,50,UK
812,2023-11-12,CUST812,Male,19,Electronics,3,25,75,Germany
813,2023-10-03,CUST813,Male,52,Electronics,3,50,150,France
814,2023-09-05,CUST814,Female,59,Clothing,1,500,500,India
815,2023-08-27,CUST815,Female,51,Clothing,3,25,75,Canada
816,2023-08-12,CUST816,Male,47,Beauty,2,500,1000,Brazil
817,2023-10-31,CUST817,Male,30,Beauty,4,50,200,Japan
818,2023-05-18,CUST818,Male,30,Electronics,1,500,500,Canada
819,2023-06-15,CUST819,Female,35,Beauty,2,50,100,UK
820,2023-05-06,CUST820,Male,49,Electronics,4,50,200,USA
821,2023-02-14,CUST821,Male,49,Electronics,1,300,300,UK
822,2023-05-23,CUST822,Female,52,Beauty,3,50,150,China
823,2023-08-19,CUST823,Female,56,Electronics,2,50,100,India
824,2023-05-05,CUST824,Male,63,Clothing,4,30,120,USA
825,2023-08-26,CUST825,Female,46,Beauty,1,25,25,Germany
826,2023-10-19,CUST826,Female,46,Clothing,1,300,300,USA
827,2023-11-09,CUST827,Male,61,Beauty,3,300,900,Japan
828,2023-12-09,CUST828,Female,33,Electronics,4,300,1200,Brazil
829,2023-07-14,CUST829,Male,61,Beauty,3,30,90,China
